;ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso
81;1,0;0910658;00001000081;18,0;5400,810716563435;0,0;1,0;0,06;0,0
82;1,0;0743445;00001000082;21,0;6881,239851234291;0,0;1,0;0,06;0,0
83;1,0;0112739;00001000083;4,0;11207,520015363605;0,0;1,0;0,06;0,0
84;1,0;0971107;00001000084;20,0;5404,914587813685;0,0;1,0;0,06;0,0
85;1,0;0493427;00001000085;22,0;5275,698651131184;0,0;1,0;0,06;0,0
86;1,0;0308941;00001000086;8,0;4674,5379733143545;0,0;1,0;0,06;0,0
87;1,0;0046097;00001000087;13,0;5137,69416958857;0,0;1,0;0,06;0,0
88;1,0;0312714;00001000088;20,0;7323,348001691388;0,0;1,0;0,06;0,0
89;1,0;0397986;00001000089;10,0;5654,862683267074;0,0;1,0;0,06;0,0
90;1,0;0948836;00001000090;24,0;5680,387969731594;0,0;1,0;0,06;0,0
91;1,0;0019097;00001000091;30,0;5580,8545469833725;0,0;1,0;0,06;0,0
92;1,0;0851447;00001000092;8,0;4894,170066778418;0,0;1,0;0,06;0,0
93;1,0;0461171;00001000093;31,0;6322,781096175204;0,0;1,0;0,06;0,0
94;1,0;0294760;00001000094;22,0;6576,836679122564;0,0;1,0;0,06;0,0
95;1,0;0451010;00001000095;0,0;4,547473508864641e-12;0,0;1,0;0,29200000000000004;29,0
96;1,0;0741490;00001000096;30,0;16613,068071775684;0,0;1,0;0,06;0,0
97;1,0;0850052;00001000097;7,0;6499,667623474047;0,0;1,0;0,06;0,0
98;1,0;0600752;00001000098;26,0;14251,81654979149;0,0;1,0;0,06;0,0
99;1,0;0607727;00001000099;6,0;12782,519080228823;0,0;1,0;0,06;0,0
100;1,0;0355678;00001000100;10,0;5153,12507797883;0,0;1,0;0,06;0,0
101;1,0;0275942;00001000101;22,0;5249,226924986027;0,0;1,0;0,06;0,0
102;1,0;0403611;00001000102;24,0;8477,96467503967;0,0;1,0;0,06;0,0
103;1,0;0960786;00001000103;13,0;7309,643644470041;0,0;1,0;0,06;0,0
104;1,0;0177187;00001000104;33,0;5951,981677444745;0,0;1,0;0,06;0,0
105;1,0;0410897;00001000105;7,0;4484,751645753731;0,0;1,0;0,06;0,0
106;1,0;0510461;00001000106;15,0;4875,879398231979;0,0;1,0;0,06;0,0
107;1,0;0541603;00001000107;7,0;4541,530655470835;0,0;1,0;0,06;0,0
108;1,0;0826959;00001000108;15,0;5054,5855890271705;0,0;1,0;0,06;0,0
109;1,0;0260849;00001000109;24,0;5349,217652881665;0,0;1,0;0,29200000000000004;29,0
110;1,0;0651248;00001000110;14,0;4692,205463864515;0,0;1,0;0,06;0,0
111;1,0;0000179;00001000111;25,0;5390,5451053140205;0,0;1,0;0,06;0,0
112;1,0;0592143;00001000112;19,0;4821,313872378093;0,0;1,0;0,06;0,0
113;1,0;0134926;00001000113;33,0;8009,983246667152;0,0;1,0;0,29200000000000004;29,0
114;1,0;0891601;00001000114;19,0;4795,132542468295;0,0;1,0;0,06;0,0
115;1,0;0193581;00001000115;31,0;4882,700765432967;0,0;1,0;0,06;0,0
116;1,0;0443701;00001000116;9,0;4834,905422654475;0,0;1,0;0,06;0,0
117;1,0;0269302;00001000117;5,0;4749,051903367621;0,0;1,0;0,06;0,0
118;1,0;0206247;00001000118;8,0;9288,520989999173;0,0;1,0;0,06;0,0
119;1,0;0028150;00001000119;18,0;7522,228573161961;0,0;1,0;0,06;0,0
120;1,0;0385941;00001000120;10,0;4748,686889424449;0,0;1,0;0,06;0,0
121;1,0;0320705;00001000121;31,0;5022,308840854823;0,0;1,0;0,06;0,0
122;1,0;0166070;00001000122;9,0;10479,790282081423;0,0;1,0;0,06;0,0
123;1,0;0254501;00001000123;1,0;2856,2650307060503;0,0;1,0;0,06;0,0
124;1,0;0510237;00001000124;16,0;6246,646876031256;0,0;1,0;0,06;0,0
125;1,0;0213489;00001000125;14,0;7048,983405413319;0,0;1,0;0,06;0,0
126;1,0;0600103;00001000126;15,0;4937,248258180154;0,0;1,0;0,06;0,0
127;1,0;0594797;00001000127;16,0;4906,441770937814;0,0;1,0;0,06;0,0
128;1,0;0637203;00001000128;15,0;7758,357079156296;0,0;1,0;0,06;0,0
129;1,0;0837346;00001000129;7,0;24054,070063030016;0,0;1,0;0,06;0,0
130;1,0;0046242;00001000130;13,0;8782,84278607565;0,0;1,0;0,06;0,0
131;1,0;0143528;00001000131;11,0;6306,7025571507575;0,0;1,0;0,06;0,0
132;1,0;0288530;00001000132;15,0;7355,514726012484;0,0;1,0;0,06;0,0
133;1,0;0257672;00001000133;19,0;4776,70724922881;0,0;1,0;0,06;0,0
134;1,0;0377669;00001000134;3,0;4437,388634141089;0,0;1,0;0,06;0,0
135;1,0;0041135;00001000135;14,0;12383,655162014622;0,0;1,0;0,06;0,0
136;1,0;0437281;00001000136;1,0;4035,1496079735766;0,0;1,0;0,06;0,0
137;1,0;0755443;00001000137;34,0;4939,633905119622;0,0;1,0;0,06;0,0
138;1,0;0349135;00001000138;8,0;4617,667800482671;0,0;1,0;0,06;0,0
139;1,0;0903241;00001000139;6,0;4333,70367072998;0,0;1,0;0,06;0,0
140;1,0;0209618;00001000140;22,0;5332,794287300325;0,0;1,0;0,06;0,0
141;1,0;0132835;00001000141;10,0;4866,837946052164;0,0;1,0;0,29200000000000004;29,0
142;1,0;0068215;00001000142;27,0;5546,125457543191;0,0;1,0;0,06;0,0
143;1,0;0792099;00001000143;13,0;6794,948698259874;0,0;1,0;0,06;0,0
144;1,0;0261135;00001000144;6,0;6732,530970258316;0,0;1,0;0,06;0,0
145;1,0;0568185;00001000145;23,0;5981,0812371581915;0,0;1,0;0,06;0,0
146;1,0;0783868;00001000146;27,0;7256,526115347701;0,0;1,0;0,06;0,0
147;1,0;0795817;00001000147;3,0;3867,8854794288627;0,0;1,0;0,29200000000000004;29,0
148;1,0;0821842;00001000148;20,0;4846,099371889604;0,0;1,0;0,06;0,0
149;1,0;0097873;00001000149;7,0;4723,990747265427;0,0;1,0;0,06;0,0
150;1,0;0697903;00001000150;29,0;4870,006052133575;0,0;1,0;0,06;0,0
151;1,0;0421913;00001000151;9,0;4706,6805047978405;0,0;1,0;0,06;0,0
152;1,0;0139328;00001000152;6,0;4772,611704180945;0,0;1,0;0,06;0,0
153;1,0;0317833;00001000153;33,0;4891,364289127755;0,0;1,0;0,06;0,0
154;1,0;0656352;00001000154;28,0;5043,8232248110035;0,0;1,0;0,06;0,0
155;1,0;0600090;00001000155;33,0;6086,617900560497;0,0;1,0;0,06;0,0
156;1,0;0497745;00001000156;5,0;4288,968480244766;0,0;1,0;0,06;0,0
157;1,0;0501887;00001000157;33,0;5176,853315474383;0,0;1,0;0,06;0,0
158;1,0;0178037;00001000158;4,0;4723,892867514472;0,0;1,0;0,06;0,0
159;1,0;0888371;00001000159;24,0;4827,558883899706;0,0;1,0;0,06;0,0
160;1,0;0579113;00001000160;3,0;3777,5656800917104;0,0;1,0;0,06;0,0
161;1,0;0110831;00001000161;0,0;7,275957614183426e-12;0,0;1,0;0,06;0,0
162;1,0;0069061;00001000162;10,0;4871,19367644118;0,0;1,0;0,06;0,0
163;1,0;0365060;00001000163;32,0;5101,330383949719;0,0;1,0;0,06;0,0
164;1,0;0836791;00001000164;27,0;5406,396321495912;0,0;1,0;0,06;0,0
165;1,0;0739957;00001000165;5,0;4199,663093514617;0,0;1,0;0,06;0,0
166;1,0;0487641;00001000166;26,0;5298,369699482075;0,0;1,0;0,06;0,0
167;1,0;0102156;00001000167;10,0;6520,558896424349;0,0;1,0;0,29200000000000004;29,0
168;1,0;0915461;00001000168;7,0;4570,949698938551;0,0;1,0;0,06;0,0
169;1,0;0655811;00001000169;15,0;4729,181416040623;0,0;1,0;0,06;0,0
170;1,0;0051690;00001000170;34,0;9159,825960798295;0,0;1,0;0,06;0,0
171;1,0;0192529;00001000171;13,0;4788,391750532829;0,0;1,0;0,06;0,0
172;1,0;0542962;00001000172;10,0;7383,080280828606;0,0;1,0;0,06;0,0
173;1,0;0422820;00001000173;28,0;29794,850357740463;0,0;1,0;0,06;0,0
174;1,0;0941231;00001000174;24,0;5246,009336547906;0,0;1,0;0,06;0,0
175;1,0;0018107;00001000175;20,0;4841,2413201107975;0,0;1,0;0,06;0,0
176;1,0;0862239;00001000176;5,0;5453,683625982585;0,0;1,0;0,06;0,0
177;1,0;0338006;00001000177;29,0;5162,409327277733;0,0;1,0;0,06;0,0
178;1,0;0703391;00001000178;23,0;5211,23441397164;0,0;1,0;0,06;0,0
179;1,0;0980761;00001000179;10,0;8107,284548693165;0,0;1,0;0,06;0,0
180;1,0;0003359;00001000180;19,0;11504,726954102309;0,0;1,0;0,06;0,0
181;1,0;0225786;00001000181;20,0;33319,20485468874;0,0;1,0;0,29200000000000004;29,0
182;1,0;0099701;00001000182;21,0;6003,914666811853;0,0;1,0;0,06;0,0
183;1,0;0591418;00001000183;14,0;5946,658455842269;0,0;1,0;0,06;0,0
184;1,0;0281934;00001000184;27,0;6598,296031420507;0,0;1,0;0,29200000000000004;29,0
185;1,0;0397419;00001000185;24,0;5334,9826050259435;0,0;1,0;0,06;0,0
186;1,0;0077146;00001000186;11,0;4627,124100348534;0,0;1,0;0,06;0,0
187;1,0;0300670;00001000187;17,0;7733,04063239374;0,0;1,0;0,06;0,0
188;1,0;0284833;00001000188;20,0;4796,44875483394;0,0;1,0;0,06;0,0
189;1,0;0320156;00001000189;28,0;5285,794954492155;0,0;1,0;0,06;0,0
190;1,0;0752123;00001000190;1,0;2539,4787015568886;0,0;1,0;0,06;0,0
191;1,0;0492066;00001000191;8,0;5306,139253810015;0,0;1,0;0,06;0,0
192;1,0;0742978;00001000192;0,0;2,9103830456733704e-11;0,0;1,0;0,06;0,0
193;1,0;0093475;00001000193;3,0;3989,0728695108555;0,0;1,0;0,06;0,0
194;1,0;0078235;00001000194;31,0;5117,576642625026;0,0;1,0;0,06;0,0
195;1,0;0325954;00001000195;27,0;4989,0578656462385;0,0;1,0;0,29200000000000004;29,0
196;1,0;0903753;00001000196;24,0;6343,090169668622;0,0;1,0;0,06;0,0
197;1,0;0186368;00001000197;19,0;6285,016763618534;0,0;1,0;0,06;0,0
198;1,0;0109201;00001000198;15,0;5096,052219030161;0,0;1,0;0,06;0,0
199;1,0;0401190;00001000199;8,0;4467,928477814392;0,0;1,0;0,06;0,0
200;1,0;0018475;00001000200;18,0;4878,56175860573;0,0;1,0;0,06;0,0
201;1,0;0675004;00001000201;11,0;4640,543126685808;0,0;1,0;0,06;0,0
202;1,0;0999703;00001000202;8,0;8674,0006564231;0,0;1,0;0,06;0,0
203;1,0;0821239;00001000203;18,0;5594,071716995312;0,0;1,0;0,06;0,0
204;1,0;0683195;00001000204;17,0;5570,481163185292;0,0;1,0;0,06;0,0
205;1,0;0474025;00001000205;0,0;4,547473508864641e-12;0,0;1,0;0,06;0,0
206;1,0;0551683;00001000206;2,0;3490,788090975315;0,0;1,0;0,06;0,0
207;1,0;0090375;00001000207;24,0;5026,521101814585;0,0;1,0;0,06;0,0
208;1,0;0492438;00001000208;33,0;4927,154183130844;0,0;1,0;0,06;0,0
209;1,0;0052636;00001000209;7,0;4427,109805571454;0,0;1,0;0,06;0,0
210;1,0;0908891;00001000210;1,0;2553,540554363876;0,0;1,0;0,06;0,0
211;1,0;0327434;00001000211;31,0;11738,90396616191;0,0;1,0;0,06;0,0
212;1,0;0461242;00001000212;20,0;5637,642420977092;0,0;1,0;0,06;0,0
213;1,0;0099157;00001000213;5,0;4327,516429735641;0,0;1,0;0,06;0,0
214;1,0;0467783;00001000214;14,0;4762,387419926994;0,0;1,0;0,06;0,0
215;1,0;0749143;00001000215;32,0;4902,998210726905;0,0;1,0;0,06;0,0
216;1,0;0373928;00001000216;5,0;6039,20063951118;0,0;1,0;0,06;0,0
217;1,0;0434513;00001000217;25,0;6633,005902559445;0,0;1,0;0,06;0,0
218;1,0;0794743;00001000218;11,0;4908,710170560498;0,0;1,0;0,06;0,0
219;1,0;0050840;00001000219;23,0;5385,337639863322;0,0;1,0;0,06;0,0
220;1,0;0126725;00001000220;12,0;4873,708021844021;0,0;1,0;0,06;0,0
221;1,0;0034466;00001000221;18,0;5119,894638329723;0,0;1,0;0,06;0,0
222;1,0;0267253;00001000222;9,0;4563,463638979969;0,0;1,0;0,06;0,0
223;1,0;0213462;00001000223;13,0;4795,161006403246;0,0;1,0;0,06;0,0
224;1,0;0798467;00001000224;30,0;5184,619994195169;0,0;1,0;0,29200000000000004;29,0
225;1,0;0923649;00001000225;32,0;5156,352790053887;0,0;1,0;0,06;0,0
226;1,0;0025627;00001000226;23,0;4819,222133816397;0,0;1,0;0,06;0,0
227;1,0;0024073;00001000227;33,0;5858,533839553072;0,0;1,0;0,29200000000000004;29,0
228;1,0;0741883;00001000228;7,0;4632,036011392056;0,0;1,0;0,06;0,0
229;1,0;0688095;00001000229;23,0;7950,2521700193365;0,0;1,0;0,29200000000000004;29,0
230;1,0;0062142;00001000230;1,0;3613,3527397525067;0,0;1,0;0,06;0,0
231;1,0;0556629;00001000231;21,0;4833,362159374753;0,0;1,0;0,06;0,0
232;1,0;0144307;00001000232;12,0;7082,465149747075;0,0;1,0;0,06;0,0
233;1,0;0198579;00001000233;21,0;6982,636368564035;0,0;1,0;0,06;0,0
234;1,0;0492178;00001000234;1,0;2559,1152998969005;0,0;1,0;0,06;0,0
235;1,0;0852313;00001000235;15,0;4803,504061167093;0,0;1,0;0,06;0,0
236;1,0;0729941;00001000236;18,0;5813,123720950022;0,0;1,0;0,06;0,0
237;1,0;0798876;00001000237;21,0;5402,333118837477;0,0;1,0;0,06;0,0
238;1,0;0004691;00001000238;25,0;5062,193089827347;0,0;1,0;0,06;0,0
239;1,0;0511460;00001000239;2,0;3592,856945289308;0,0;1,0;0,29200000000000004;29,0
240;1,0;0426800;00001000240;12,0;5546,521846146482;0,0;1,0;0,06;0,0
241;1,0;0302220;00001000241;4,0;5294,559700992902;0,0;1,0;0,06;0,0
242;1,0;0559717;00001000242;8,0;4546,260666778964;0,0;1,0;0,06;0,0
243;1,0;0278691;00001000243;15,0;5441,42668647328;0,0;1,0;0,06;0,0
244;1,0;0164300;00001000244;21,0;7961,760224581224;0,0;1,0;0,06;0,0
245;1,0;0711962;00001000245;25,0;5074,095272191519;0,0;1,0;0,06;0,0
246;1,0;0283219;00001000246;13,0;13668,290040625468;0,0;1,0;0,06;0,0
247;1,0;0051774;00001000247;14,0;5258,816262842313;0,0;1,0;0,06;0,0
248;1,0;0534140;00001000248;5,0;20785,690008598533;0,0;1,0;0,06;0,0
249;1,0;0833202;00001000249;11,0;4993,14201908607;0,0;1,0;0,06;0,0
250;1,0;0670855;00001000250;16,0;4891,094094976789;0,0;1,0;0,06;0,0
251;1,0;0488010;00001000251;26,0;4870,103352079036;0,0;1,0;0,06;0,0
252;1,0;0864839;00001000252;2,0;4530,710222150516;0,0;1,0;0,06;0,0
253;1,0;0591973;00001000253;27,0;5190,6315029937105;0,0;1,0;0,06;0,0
254;1,0;0061217;00001000254;29,0;12542,165633354423;0,0;1,0;0,06;0,0
255;1,0;0426091;00001000255;11,0;4766,0364623950945;0,0;1,0;0,06;0,0
256;1,0;0858448;00001000256;25,0;5374,4568450618945;0,0;1,0;0,06;0,0
257;1,0;0238247;00001000257;8,0;4570,23052580422;0,0;1,0;0,06;0,0
258;1,0;0974812;00001000258;21,0;4897,210391459947;0,0;1,0;0,06;0,0
259;1,0;0972396;00001000259;24,0;5121,544236209367;0,0;1,0;0,06;0,0
260;1,0;0581665;00001000260;18,0;5603,992620081954;0,0;1,0;0,06;0,0
261;1,0;0770490;00001000261;34,0;5319,1047650662185;0,0;1,0;0,29200000000000004;29,0
262;1,0;0377507;00001000262;28,0;5790,27060648162;0,0;1,0;0,29200000000000004;29,0
263;1,0;0939508;00001000263;13,0;5270,440281941631;0,0;1,0;0,06;0,0
264;1,0;0273810;00001000264;11,0;6321,977152037776;0,0;1,0;0,06;0,0
265;1,0;0332184;00001000265;2,0;3735,7392188982267;0,0;1,0;0,06;0,0
266;1,0;0276091;00001000266;23,0;4940,85535402406;0,0;1,0;0,06;0,0
267;1,0;0607465;00001000267;3,0;4016,281073203975;0,0;1,0;0,06;0,0
268;1,0;0025129;00001000268;17,0;5515,895923958549;0,0;1,0;0,06;0,0
269;1,0;0580354;00001000269;20,0;5861,115000666553;0,0;1,0;0,06;0,0
270;1,0;0374575;00001000270;34,0;5614,063456890626;0,0;1,0;0,06;0,0
271;1,0;0615786;00001000271;2,0;4619,437304225432;0,0;1,0;0,06;0,0
272;1,0;0014085;00001000272;19,0;6888,69663798655;0,0;1,0;0,29200000000000004;29,0
273;1,0;0289714;00001000273;28,0;4892,949972954818;0,0;1,0;0,06;0,0
274;1,0;0922452;00001000274;13,0;6235,032397786685;0,0;1,0;0,06;0,0
275;1,0;0945363;00001000275;14,0;4850,174843111935;0,0;1,0;0,06;0,0
276;1,0;0241053;00001000276;23,0;4976,971573587323;0,0;1,0;0,06;0,0
277;1,0;0410449;00001000277;18,0;4902,9359504015865;0,0;1,0;0,06;0,0
278;1,0;0186722;00001000278;3,0;4392,259796926676;0,0;1,0;0,06;0,0
279;1,0;0765425;00001000279;18,0;5196,120454549412;0,0;1,0;0,29200000000000004;29,0
280;1,0;0948520;00001000280;32,0;5922,945975211262;0,0;1,0;0,06;0,0
281;1,0;0522515;00001000281;11,0;14529,934604062975;0,0;1,0;0,06;0,0
282;1,0;0121545;00001000282;7,0;4585,393566294978;0,0;1,0;0,06;0,0
283;1,0;0664459;00001000283;25,0;5828,107749062558;0,0;1,0;0,06;0,0
284;1,0;0207957;00001000284;5,0;4203,01369143591;0,0;1,0;0,06;0,0
285;1,0;0954847;00001000285;17,0;5218,003662195829;0,0;1,0;0,06;0,0
286;1,0;0117165;00001000286;10,0;8625,798515948989;0,0;1,0;0,06;0,0
287;1,0;0678520;00001000287;1,0;2714,0909138359334;0,0;1,0;0,06;0,0
288;1,0;0242416;00001000288;4,0;4082,4984779514107;0,0;1,0;0,06;0,0
289;1,0;0821755;00001000289;29,0;4895,7484803123025;0,0;1,0;0,06;0,0
290;1,0;0991447;00001000290;16,0;4866,106378753017;0,0;1,0;0,06;0,0
291;1,0;0416170;00001000291;19,0;4883,333592462472;0,0;1,0;0,06;0,0
292;1,0;0638396;00001000292;22,0;6935,966943516406;0,0;1,0;0,29200000000000004;29,0
293;1,0;0504300;00001000293;3,0;3818,3306252830666;0,0;1,0;0,06;0,0
294;1,0;0649317;00001000294;25,0;4849,185360965934;0,0;1,0;0,06;0,0
295;1,0;0800733;00001000295;6,0;4389,3917733112885;0,0;1,0;0,06;0,0
296;1,0;0815196;00001000296;15,0;22285,529626812153;0,0;1,0;0,06;0,0
297;1,0;0108701;00001000297;17,0;5345,622354391375;0,0;1,0;0,06;0,0
298;1,0;0135953;00001000298;0,0;4,547473508864641e-12;0,0;1,0;0,06;0,0
299;1,0;0440821;00001000299;32,0;8643,810228178332;0,0;1,0;0,06;0,0
300;1,0;0975419;00001000300;11,0;5012,316177194929;0,0;1,0;0,29200000000000004;29,0
301;1,0;0551200;00001000301;12,0;4888,168351261704;0,0;1,0;0,06;0,0
302;1,0;0242025;00001000302;17,0;4804,525406579793;0,0;1,0;0,06;0,0
303;1,0;0368994;00001000303;11,0;4625,500586208561;0,0;1,0;0,29200000000000004;29,0
304;1,0;0700434;00001000304;1,0;3223,745279042814;0,0;1,0;0,06;0,0
305;1,0;0923053;00001000305;19,0;5775,106757904914;0,0;1,0;0,06;0,0
306;1,0;0528106;00001000306;12,0;5487,389318074229;0,0;1,0;0,06;0,0
307;1,0;0827726;00001000307;2,0;3445,88746731163;0,0;1,0;0,06;0,0
308;1,0;0420741;00001000308;5,0;4233,540291535481;0,0;1,0;0,06;0,0
309;1,0;0220708;00001000309;33,0;9115,407571744809;0,0;1,0;0,06;0,0
310;1,0;0565746;00001000310;1,0;3474,464234295486;0,0;1,0;0,06;0,0
311;1,0;0830540;00001000311;33,0;5046,997453068177;0,0;1,0;0,06;0,0
312;1,0;0678936;00001000312;11,0;4635,724145878269;0,0;1,0;0,06;0,0
313;1,0;0775946;00001000313;34,0;5035,538817831016;0,0;1,0;0,06;0,0
314;1,0;0875372;00001000314;13,0;4675,398606496029;0,0;1,0;0,06;0,0
315;1,0;0824844;00001000315;25,0;4901,344766542956;0,0;1,0;0,06;0,0
316;1,0;0400944;00001000316;21,0;4856,67068776815;0,0;1,0;0,06;0,0
317;1,0;0354232;00001000317;14,0;4764,356958128552;0,0;1,0;0,06;0,0
318;1,0;0329581;00001000318;28,0;6565,413699463479;0,0;1,0;0,06;0,0
