ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso
3,0;0471148;00001000060;0,0;4013,9344002253674;0,0;1,0;0,06;0,0
3,0;0214253;00001000061;25,0;5168,656768404936;0,0;1,0;0,06;0,0
3,0;0253696;00001000062;21,0;5478,610618990576;0,0;1,0;0,06;0,0
3,0;0751998;00001000063;12,0;4792,305490708301;0,0;1,0;0,06;0,0
3,0;0807353;00001000064;24,0;5494,823565560091;0,0;1,0;0,06;0,0
3,0;0042299;00001000065;4,0;5782,569986403122;0,0;1,0;0,06;0,0
3,0;0184087;00001000066;12,0;4664,299323470967;0,0;1,0;0,906;87,0
3,0;0816787;00001000067;16,0;8533,438060486858;0,0;1,0;0,06;0,0
3,0;0969154;00001000068;12,0;6014,926241666131;0,0;1,0;0,06;0,0
3,0;0564796;00001000069;6,0;4987,3308405793;0,0;1,0;0,06;0,0
3,0;0352471;00001000070;-1,0;25,982319414309586;0,0;1,0;0,29200000000000004;29,0
3,0;0381176;00001000071;-1,0;5463,180147872057;0,0;1,0;0,06;0,0
3,0;0406600;00001000072;-2,0;5607,952547284171;0,0;1,0;0,06;0,0
3,0;0767446;00001000073;31,0;5799,535242139088;0,0;1,0;0,06;0,0
3,0;0211028;00001000074;14,0;6905,294966404377;0,0;1,0;0,06;0,0
3,0;0475733;00001000075;10,0;5165,40505956862;0,0;1,0;0,06;0,0
3,0;0801918;00001000076;6,0;5376,901141822836;0,0;1,0;0,06;0,0
3,0;0574422;00001000077;25,0;5444,848980385665;0,0;1,0;0,06;0,0
3,0;0418303;00001000078;15,0;4915,024137810249;0,0;1,0;0,06;0,0
3,0;0118097;00001000079;29,0;5571,838141786544;0,0;1,0;0,06;0,0
3,0;0627688;00001000080;29,0;5254,796937943258;0,0;1,0;0,06;0,0
3,0;0695140;00001000081;29,0;5200,350619990461;0,0;1,0;0,06;0,0
3,0;0806251;00001000082;15,0;4911,6687802731585;0,0;1,0;0,29200000000000004;29,0
3,0;0125319;00001000083;1,0;8745,007456904752;0,0;1,0;0,06;0,0
3,0;0929376;00001000084;9,0;5178,685763992748;0,0;1,0;0,06;0,0
3,0;0194072;00001000085;5,0;5206,965257627259;0,0;1,0;0,06;0,0
3,0;0398432;00001000086;2,0;5449,9830170739115;0,0;1,0;0,06;0,0
3,0;0560416;00001000087;9,0;5155,101132309087;0,0;1,0;0,06;0,0
3,0;0057339;00001000088;7,0;6764,446943369283;0,0;1,0;0,06;0,0
3,0;0413471;00001000089;30,0;18049,826749977612;0,0;1,0;0,06;0,0
3,0;0484008;00001000090;31,0;5151,899252676397;0,0;1,0;0,06;0,0
3,0;0860305;00001000091;-2,0;5345,2971076221575;0,0;1,0;0,06;0,0
3,0;0560540;00001000092;26,0;5198,099783985474;0,0;1,0;0,06;0,0
3,0;0361540;00001000093;20,0;11381,486299756358;0,0;1,0;0,06;0,0
3,0;0210649;00001000094;22,0;5675,2714503757825;0,0;1,0;0,06;0,0
3,0;0171219;00001000095;20,0;5185,540967606827;0,0;1,0;0,06;0,0
3,0;0854831;00001000096;17,0;5261,435952103364;0,0;1,0;0,06;0,0
3,0;0271067;00001000097;27,0;5181,81854810627;0,0;1,0;0,06;0,0
3,0;0646892;00001000098;5,0;5219,21978722345;0,0;1,0;0,06;0,0
3,0;0110530;00001000099;5,0;6044,30421038265;0,0;1,0;0,06;0,0
3,0;0458608;00001000100;1,0;5604,076915406786;0,0;1,0;0,06;0,0
3,0;0594829;00001000101;6,0;5182,415684445525;0,0;1,0;0,06;0,0
3,0;0170770;00001000102;30,0;5178,781898359047;0,0;1,0;0,06;0,0
3,0;0836140;00001000103;11,0;5234,16797250078;0,0;1,0;0,06;0,0
3,0;0961742;00001000104;30,0;5348,626590027006;0,0;1,0;0,06;0,0
3,0;0360979;00001000105;26,0;5163,29945332128;0,0;1,0;0,06;0,0
3,0;0969722;00001000106;12,0;5822,915316179616;0,0;1,0;0,06;0,0
3,0;0142052;00001000107;-1,0;2631,039101736227;0,0;1,0;0,06;0,0
3,0;0517897;00001000108;3,0;7259,538347861096;0,0;1,0;0,06;0,0
3,0;0758769;00001000109;-1,0;8258,764799731973;0,0;1,0;0,06;0,0
3,0;0663177;00001000110;0,0;5327,307075247542;0,0;1,0;0,06;0,0
3,0;0999111;00001000111;15,0;5155,3810730602145;0,0;1,0;0,06;0,0
3,0;0432150;00001000112;12,0;5279,428614601805;0,0;1,0;0,06;0,0
3,0;0876779;00001000113;15,0;4969,919789394871;0,0;1,0;0,29200000000000004;29,0
3,0;0847321;00001000114;25,0;8005,274399505621;0,0;1,0;0,06;0,0
3,0;0792957;00001000115;11,0;12963,42915697932;0,0;1,0;0,06;0,0
3,0;0194973;00001000116;12,0;5657,381801917698;0,0;1,0;0,06;0,0
3,0;0587028;00001000117;6,0;6369,254127590495;0,0;1,0;0,06;0,0
3,0;0552391;00001000118;25,0;5237,58523427982;0,0;1,0;0,06;0,0
3,0;0267503;00001000119;11,0;6400,436523964342;0,0;1,0;0,06;0,0
3,0;0001254;00001000120;4,0;5367,704713335392;0,0;1,0;0,06;0,0
3,0;0002693;00001000121;1,0;5214,979413645911;0,0;1,0;0,06;0,0
3,0;0426351;00001000122;24,0;5329,341895544153;0,0;1,0;0,06;0,0
3,0;0335241;00001000123;24,0;4952,329565227;0,0;1,0;0,29200000000000004;29,0
3,0;0684642;00001000124;7,0;5304,358882834208;0,0;1,0;0,06;0,0
3,0;0443478;00001000125;8,0;5212,603401062957;0,0;1,0;0,06;0,0
3,0;0142073;00001000126;15,0;4949,077110970033;0,0;1,0;0,29200000000000004;29,0
3,0;0101918;00001000127;-2,0;4,638877726392821e-12;0,0;1,0;0,06;0,0
3,0;0411797;00001000128;17,0;5517,246252902839;0,0;1,0;0,29200000000000004;29,0
3,0;0887292;00001000129;7,0;5625,979806533159;0,0;1,0;0,5800000000000001;58,0
3,0;0904355;00001000130;24,0;5962,190325203247;0,0;1,0;0,06;0,0
3,0;0664962;00001000131;0,0;5482,02048470536;0,0;1,0;0,06;0,0
3,0;0375282;00001000132;1,0;5759,634339746894;0,0;1,0;0,06;0,0
3,0;0260416;00001000133;2,0;5163,474917214988;0,0;1,0;0,06;0,0
3,0;0808359;00001000134;6,0;6591,232604644221;0,0;1,0;0,29200000000000004;29,0
3,0;0877029;00001000135;16,0;5187,209793572144;0,0;1,0;0,06;0,0
3,0;0741535;00001000136;4,0;6559,507054800941;0,0;1,0;0,06;0,0
3,0;0042750;00001000137;8,0;5195,9835590927805;0,0;1,0;0,06;0,0
3,0;0848791;00001000138;12,0;9424,614836383056;0,0;1,0;0,06;0,0
3,0;0088352;00001000139;2,0;6306,567236010933;0,0;1,0;0,06;0,0
3,0;0322477;00001000140;0,0;7180,506078322865;0,0;1,0;0,06;0,0
3,0;0620441;00001000141;32,0;10726,212236300802;0,0;1,0;0,06;0,0
3,0;0569415;00001000142;19,0;9322,735127338221;0,0;1,0;0,06;0,0
3,0;0234680;00001000143;11,0;28399,97567357355;0,0;1,0;0,06;0,0
3,0;0199296;00001000144;18,0;6258,983734318847;0,0;1,0;0,06;0,0
3,0;0783978;00001000145;-2,0;6034,945493927354;0,0;1,0;0,06;0,0
3,0;0435000;00001000146;17,0;5157,9127680372085;0,0;1,0;0,06;0,0
3,0;0605287;00001000147;12,0;5244,297976350951;0,0;1,0;0,06;0,0
3,0;0193899;00001000148;16,0;5257,078619634907;0,0;1,0;0,06;0,0
3,0;0760776;00001000149;-1,0;21545,026807887556;0,0;1,0;0,06;0,0
3,0;0630013;00001000150;-2,0;5445,731780413684;0,0;1,0;0,06;0,0
3,0;0635433;00001000151;25,0;5942,863865074226;0,0;1,0;0,06;0,0
3,0;0742835;00001000152;4,0;5209,3854859908115;0,0;1,0;0,06;0,0
3,0;0306463;00001000153;18,0;5308,08982056043;0,0;1,0;0,06;0,0
3,0;0242112;00001000154;10,0;10452,566595405226;0,0;1,0;0,06;0,0
3,0;0671512;00001000155;22,0;5524,256144008377;0,0;1,0;0,06;0,0
3,0;0372960;00001000156;26,0;7194,903101309497;0,0;1,0;0,29200000000000004;29,0
3,0;0841977;00001000157;1,0;11554,743844926503;0,0;1,0;0,06;0,0
3,0;0630914;00001000158;30,0;5207,366972553064;0,0;1,0;0,06;0,0
3,0;0621450;00001000159;7,0;5243,0121351911175;0,0;1,0;0,06;0,0
3,0;0636933;00001000160;15,0;6645,754280298925;0,0;1,0;0,06;0,0
3,0;0885888;00001000161;0,0;3457,9758561652516;0,0;1,0;0,29200000000000004;29,0
3,0;0717938;00001000162;16,0;6472,083621726813;0,0;1,0;0,06;0,0
3,0;0892420;00001000163;3,0;5179,530198121919;0,0;1,0;0,06;0,0
3,0;0654246;00001000164;7,0;5158,907970243107;0,0;1,0;0,06;0,0
3,0;0896247;00001000165;9,0;5461,863722688206;0,0;1,0;0,06;0,0
3,0;0437133;00001000166;22,0;5778,386841322818;0,0;1,0;0,06;0,0
3,0;0664977;00001000167;28,0;4987,016406630119;0,0;1,0;0,29200000000000004;29,0
3,0;0360561;00001000168;23,0;4942,131409310802;0,0;1,0;0,06;0,0
3,0;0451520;00001000169;-1,0;6025,389798348196;0,0;1,0;0,06;0,0
3,0;0933912;00001000170;25,0;4975,1659544889535;0,0;1,0;0,06;0,0
3,0;0148893;00001000171;1,0;5429,80737964988;0,0;1,0;0,06;0,0
3,0;0711800;00001000172;29,0;6843,890482441212;0,0;1,0;0,06;0,0
3,0;0825427;00001000173;18,0;5608,233256789175;0,0;1,0;0,06;0,0
3,0;0281993;00001000174;18,0;6402,835879794896;0,0;1,0;0,06;0,0
3,0;0900782;00001000175;12,0;5489,569957670475;0,0;1,0;0,06;0,0
3,0;0851119;00001000176;25,0;5188,727892841127;0,0;1,0;0,06;0,0
3,0;0248912;00001000177;16,0;5774,271446884699;0,0;1,0;0,06;0,0
3,0;0307580;00001000178;23,0;5419,0444072473265;0,0;1,0;0,06;0,0
3,0;0752048;00001000179;32,0;6133,4838518312745;0,0;1,0;0,06;0,0
3,0;0528940;00001000180;9,0;5355,958903753552;0,0;1,0;0,06;0,0
3,0;0568141;00001000181;4,0;8546,690137085565;0,0;1,0;0,06;0,0
3,0;0291146;00001000182;27,0;5260,1091297567;0,0;1,0;0,06;0,0
3,0;0924673;00001000183;4,0;6514,93710180954;0,0;1,0;0,06;0,0
3,0;0846465;00001000184;-1,0;11604,188123733424;0,0;1,0;0,06;0,0
3,0;0536609;00001000185;7,0;7279,551686393281;0,0;1,0;0,06;0,0
3,0;0544258;00001000186;8,0;5860,748918729966;0,0;1,0;0,06;0,0
3,0;0658018;00001000187;29,0;7462,622334235184;0,0;1,0;0,06;0,0
3,0;0542262;00001000188;24,0;5270,419745914464;0,0;1,0;0,06;0,0
3,0;0731868;00001000189;20,0;9344,467474761075;0,0;1,0;0,06;0,0
3,0;0863763;00001000190;26,0;7077,777902460364;0,0;1,0;0,06;0,0
3,0;0713917;00001000191;32,0;5328,890670707482;0,0;1,0;0,06;0,0
3,0;0322989;00001000192;7,0;4762,827799755032;0,0;1,0;0,06;0,0
3,0;0148519;00001000193;-1,0;6365,51917586689;0,0;1,0;0,06;0,0
3,0;0921652;00001000194;30,0;5382,941507167107;0,0;1,0;0,06;0,0
3,0;0674463;00001000195;27,0;6213,767652990988;0,0;1,0;0,06;0,0
3,0;0971144;00001000196;2,0;5390,033475925686;0,0;1,0;0,06;0,0
3,0;0423015;00001000197;15,0;5172,139960783332;0,0;1,0;0,06;0,0
3,0;0256063;00001000198;-1,0;43295,16851578877;0,0;1,0;0,06;0,0
3,0;0031308;00001000199;15,0;5376,300196609948;0,0;1,0;0,06;0,0
3,0;0010942;00001000200;5,0;5514,823174593005;0,0;1,0;0,06;0,0
3,0;0285373;00001000201;25,0;5615,443435143132;0,0;1,0;0,06;0,0
3,0;0808551;00001000202;11,0;4766,457447327238;0,0;1,0;0,06;0,0
3,0;0573396;00001000203;25,0;5217,86224981798;0,0;1,0;0,06;0,0
3,0;0825723;00001000204;20,0;5170,838823500791;0,0;1,0;0,06;0,0
3,0;0338635;00001000205;29,0;6561,474432488163;0,0;1,0;0,06;0,0
3,0;0106311;00001000206;11,0;6143,211282645569;0,0;1,0;0,06;0,0
3,0;0258899;00001000207;2,0;6333,327633064585;0,0;1,0;0,06;0,0
3,0;0671207;00001000208;5,0;7466,877992083141;0,0;1,0;0,06;0,0
3,0;0637401;00001000209;28,0;5198,001890421112;0,0;1,0;0,06;0,0
3,0;0123133;00001000210;27,0;6641,867020853443;0,0;1,0;0,06;0,0
3,0;0435947;00001000211;-1,0;5871,06602629921;0,0;1,0;0,06;0,0
3,0;0471306;00001000212;28,0;6138,161528645632;0,0;1,0;0,06;0,0
3,0;0304766;00001000213;-1,0;5349,316310757303;0,0;1,0;0,06;0,0
3,0;0505080;00001000214;7,0;6390,999110302956;0,0;1,0;0,06;0,0
3,0;0556044;00001000215;18,0;6660,959104837448;0,0;1,0;0,06;0,0
3,0;0200082;00001000216;27,0;9646,585568497821;0,0;1,0;0,06;0,0
3,0;0638334;00001000217;12,0;5200,206780424953;0,0;1,0;0,06;0,0
3,0;0991731;00001000218;30,0;5017,428835680609;0,0;1,0;0,5800000000000001;58,0
3,0;0583213;00001000219;0,0;6101,913068412681;0,0;1,0;0,06;0,0
3,0;0235694;00001000220;7,0;18370,02615076005;0,0;1,0;0,06;0,0
3,0;0201205;00001000221;7,0;6523,317510298186;0,0;1,0;0,06;0,0
3,0;0095699;00001000222;19,0;6298,693656728051;0,0;1,0;0,06;0,0
3,0;0766310;00001000223;24,0;6063,702494835906;0,0;1,0;0,06;0,0
3,0;0580097;00001000224;14,0;5816,499867089004;0,0;1,0;0,06;0,0
3,0;0096711;00001000225;30,0;5920,469117122585;0,0;1,0;0,06;0,0
3,0;0829928;00001000226;17,0;5424,745152783756;0,0;1,0;0,06;0,0
3,0;0394173;00001000227;6,0;5221,898232304387;0,0;1,0;0,06;0,0
3,0;0887130;00001000228;19,0;8522,441191055701;0,0;1,0;0,06;0,0
3,0;0936823;00001000229;24,0;5178,518732294102;0,0;1,0;0,06;0,0
3,0;0131568;00001000230;8,0;6115,09008891447;0,0;1,0;0,06;0,0
3,0;0380172;00001000231;32,0;5389,42808579586;0,0;1,0;0,06;0,0
3,0;0543476;00001000232;10,0;5169,788953934414;0,0;1,0;0,06;0,0
3,0;0061181;00001000233;10,0;6561,012566378541;0,0;1,0;0,06;0,0
3,0;0667657;00001000234;4,0;5950,057019470782;0,0;1,0;0,06;0,0
3,0;0981998;00001000235;5,0;5262,605475217399;0,0;1,0;0,06;0,0
3,0;0073820;00001000236;5,0;5468,091303623251;0,0;1,0;0,06;0,0
3,0;0015344;00001000237;17,0;5565,800164783725;0,0;1,0;0,06;0,0
3,0;0677383;00001000238;25,0;6628,943531256043;0,0;1,0;0,29200000000000004;29,0
3,0;0154392;00001000239;22,0;5498,308922938253;0,0;1,0;0,06;0,0
3,0;0434212;00001000240;27,0;7200,705015881333;0,0;1,0;0,06;0,0
3,0;0150537;00001000241;-1,0;5182,072882337957;0,0;1,0;0,06;0,0
3,0;0727420;00001000242;30,0;10182,37969425909;0,0;1,0;0,06;0,0
3,0;0496149;00001000243;21,0;5295,628891146594;0,0;1,0;0,06;0,0
3,0;0473547;00001000244;-2,0;102,081465752859;0,0;1,0;0,29200000000000004;29,0
3,0;0877183;00001000245;20,0;11530,192888250609;0,0;1,0;0,06;0,0
3,0;0172350;00001000246;23,0;6947,868842838537;0,0;1,0;0,06;0,0
3,0;0144315;00001000247;12,0;5384,4471781462535;0,0;1,0;0,06;0,0
3,0;0651834;00001000248;26,0;6060,766909072871;0,0;1,0;0,06;0,0
3,0;0899173;00001000249;4,0;6809,77334855117;0,0;1,0;0,06;0,0
3,0;0927993;00001000250;11,0;8566,047284527729;0,0;1,0;0,06;0,0
3,0;0981620;00001000251;31,0;5161,700620004606;0,0;1,0;0,06;0,0
3,0;0584712;00001000252;20,0;5499,593499109814;0,0;1,0;0,06;0,0
3,0;0924998;00001000253;23,0;29776,032532020585;0,0;1,0;0,06;0,0
3,0;0684696;00001000254;10,0;5208,75534046295;0,0;1,0;0,06;0,0
3,0;0248317;00001000255;27,0;6057,761972751176;0,0;1,0;0,06;0,0
3,0;0795670;00001000256;10,0;5983,753976153328;0,0;1,0;0,06;0,0
3,0;0553254;00001000257;7,0;5266,993698595277;0,0;1,0;0,06;0,0
3,0;0974217;00001000258;2,0;5228,485384411363;0,0;1,0;0,06;0,0
3,0;0243890;00001000259;29,0;5167,305780406949;0,0;1,0;0,06;0,0
3,0;0927300;00001000260;26,0;5862,088123535816;0,0;1,0;0,06;0,0
3,0;0686657;00001000261;25,0;6056,796639992044;0,0;1,0;0,06;0,0
3,0;0332862;00001000262;18,0;5253,409351480988;0,0;1,0;0,06;0,0
3,0;0590308;00001000263;23,0;5346,71226045388;0,0;1,0;0,29200000000000004;29,0
3,0;0544305;00001000264;4,0;10226,33818739982;0,0;1,0;0,06;0,0
3,0;0213081;00001000265;-1,0;6280,074724986148;0,0;1,0;0,06;0,0
3,0;0543387;00001000266;21,0;5384,6183736418525;0,0;1,0;0,06;0,0
3,0;0991112;00001000267;6,0;5233,821576857633;0,0;1,0;0,06;0,0
3,0;0220953;00001000268;4,0;5195,897970985422;0,0;1,0;0,06;0,0
3,0;0080020;00001000269;-1,0;5194,2507679948485;0,0;1,0;0,06;0,0
3,0;0833590;00001000270;21,0;5517,627971075667;0,0;1,0;0,06;0,0
3,0;0533175;00001000271;12,0;5159,862689159209;0,0;1,0;0,06;0,0
3,0;0451801;00001000272;-2,0;5220,437535929457;0,0;1,0;0,06;0,0
3,0;0618329;00001000273;20,0;5725,860995686797;0,0;1,0;0,06;0,0
3,0;0368407;00001000274;5,0;5269,7760958227755;0,0;1,0;0,06;0,0
3,0;0461111;00001000275;17,0;16996,982553234848;0,0;1,0;0,29200000000000004;29,0
3,0;0021645;00001000276;16,0;5669,943987356007;0,0;1,0;0,06;0,0
3,0;0392778;00001000277;14,0;6210,430143842321;0,0;1,0;0,06;0,0
3,0;0070893;00001000278;16,0;5699,129700997989;0,0;1,0;0,06;0,0
3,0;0099669;00001000279;22,0;4926,102805351213;0,0;1,0;0,5800000000000001;58,0
3,0;0097941;00001000280;15,0;5995,757911740514;0,0;1,0;0,06;0,0
3,0;0731267;00001000281;9,0;5401,969945257794;0,0;1,0;0,06;0,0
3,0;0375094;00001000282;7,0;5576,599564607958;0,0;1,0;0,06;0,0
3,0;0803301;00001000283;16,0;5964,037544469689;0,0;1,0;0,06;0,0
3,0;0726737;00001000284;3,0;6904,403856044442;0,0;1,0;0,06;0,0
3,0;0278789;00001000285;25,0;5777,7299475079035;0,0;1,0;0,06;0,0
3,0;0864605;00001000286;32,0;6604,584941333083;0,0;1,0;0,06;0,0
3,0;0634379;00001000287;9,0;10596,34749033081;0,0;1,0;0,06;0,0
3,0;0634905;00001000288;18,0;5191,440266650253;0,0;1,0;0,06;0,0
3,0;0292085;00001000289;24,0;5977,1815387379465;0,0;1,0;0,06;0,0
3,0;0860031;00001000290;-2,0;7436,12674645137;0,0;1,0;0,06;0,0
3,0;0176954;00001000291;13,0;4823,613552441182;0,0;1,0;0,29200000000000004;29,0
3,0;0659948;00001000292;21,0;9618,99994003158;0,0;1,0;0,06;0,0
3,0;0302870;00001000293;30,0;5350,720946323423;0,0;1,0;0,06;0,0
3,0;0878741;00001000294;12,0;5159,297655207371;0,0;1,0;0,06;0,0
3,0;0366238;00001000295;32,0;6236,833484883628;0,0;1,0;0,06;0,0
3,0;0632309;00001000296;3,0;5672,816370037314;0,0;1,0;0,06;0,0
3,0;0572507;00001000297;18,0;4931,245370427311;0,0;1,0;0,29200000000000004;29,0
3,0;0544679;00001000298;32,0;6906,3051000849855;0,0;1,0;0,18;0,0
3,0;0162828;00001000299;17,0;6262,810321469962;0,0;1,0;0,06;0,0
3,0;0902647;00001000300;9,0;5547,369419809671;0,0;1,0;0,06;0,0
3,0;0514576;00001000301;32,0;7894,26550392782;0,0;1,0;0,06;0,0
3,0;0101781;00001000302;-2,0;5526,804270967998;0,0;1,0;0,06;0,0
3,0;0993166;00001000303;26,0;5188,511822819528;0,0;1,0;0,06;0,0
3,0;0125474;00001000304;22,0;5190,972985544628;0,0;1,0;0,06;0,0
3,0;0256238;00001000305;14,0;5172,224496257877;0,0;1,0;0,06;0,0
3,0;0812509;00001000306;12,0;5456,358421767075;0,0;1,0;0,06;0,0
3,0;0553006;00001000307;20,0;5637,674171114826;0,0;1,0;0,06;0,0
3,0;0342320;00001000308;27,0;23197,759439250975;0,0;1,0;0,06;0,0
3,0;0300972;00001000309;6,0;10878,593125639833;0,0;1,0;0,06;0,0
3,0;0270929;00001000310;14,0;5170,8756279072495;0,0;1,0;0,06;0,0
3,0;0915033;00001000311;25,0;5975,48980204216;0,0;1,0;0,29200000000000004;29,0
3,0;0200574;00001000312;6,0;4635,735925550108;0,0;1,0;0,06;0,0
3,0;0909581;00001000313;25,0;5707,1986585821505;0,0;1,0;0,06;0,0
3,0;0389691;00001000314;1,0;6414,097790278234;0,0;1,0;0,06;0,0
3,0;0578639;00001000315;3,0;5820,201318018697;0,0;1,0;0,06;0,0
3,0;0342670;00001000316;21,0;11623,072689486811;0,0;1,0;0,06;0,0
3,0;0370355;00001000317;32,0;7024,199105871805;0,0;1,0;0,06;0,0
3,0;0852237;00001000318;8,0;9080,490063515985;0,0;1,0;0,06;0,0
3,0;0677094;00001000319;8,0;5219,939435885479;0,0;1,0;0,06;0,0
3,0;0053033;00001000320;-2,0;55,33648985955807;0,0;1,0;0,06;0,0
3,0;0405375;00001000321;26,0;7792,244135977416;0,0;1,0;0,06;0,0
3,0;0610924;00001000322;31,0;5310,861503499516;0,0;1,0;0,06;0,0
3,0;0905027;00001000323;6,0;5750,10029737809;0,0;1,0;0,29200000000000004;29,0
3,0;0166849;00001000324;1,0;6297,810062175276;0,0;1,0;0,06;0,0
3,0;0060612;00001000325;17,0;4951,4810605550465;0,0;1,0;0,06;0,0
3,0;0997805;00001000326;6,0;11357,259370765923;0,0;1,0;0,06;0,0
3,0;0304574;00001000327;7,0;6047,900061629482;0,0;1,0;0,06;0,0
3,0;0460203;00001000328;1,0;5196,06844151017;0,0;1,0;0,06;0,0
3,0;0500644;00001000329;8,0;5479,686483607186;0,0;1,0;0,06;0,0
3,0;0916038;00001000330;3,0;6335,448363885778;0,0;1,0;0,06;0,0
3,0;0104871;00001000331;4,0;5446,415740825214;0,0;1,0;0,06;0,0
3,0;0092136;00001000332;4,0;3603,832000285116;0,0;1,0;0,906;87,0
3,0;0626587;00001000333;7,0;5338,120127908672;0,0;1,0;0,06;0,0
3,0;0585504;00001000334;14,0;6880,47804319405;0,0;1,0;0,06;0,0
