ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso
2,0;0057484;00001000045;30,0;5109,545254515493;0,0;1,0;0,06;0,0
2,0;0248175;00001000046;15,0;5199,752489411904;0,0;1,0;0,06;0,0
2,0;0283545;00001000047;-1,0;5292,087778767915;0,0;1,0;0,06;0,0
2,0;0666330;00001000048;12,0;5963,277917521153;0,0;1,0;0,06;0,0
2,0;0584500;00001000049;2,0;7451,558537274101;0,0;1,0;0,06;0,0
2,0;0333084;00001000050;16,0;8714,65249625525;0,0;1,0;0,06;0,0
2,0;0627110;00001000051;33,0;18357,841913300035;0,0;1,0;0,06;0,0
2,0;0665563;00001000052;11,0;5252,437244006256;0,0;1,0;0,06;0,0
2,0;0337379;00001000053;25,0;18228,422422561733;0,0;1,0;0,06;0,0
2,0;0258676;00001000054;33,0;5424,000742337275;0,0;1,0;0,06;0,0
2,0;0288657;00001000055;27,0;6511,452377729222;0,0;1,0;0,06;0,0
2,0;0527075;00001000056;3,0;4208,008831824232;0,0;1,0;0,29200000000000004;29,0
2,0;0423088;00001000057;4,0;8126,349988564313;0,0;1,0;0,06;0,0
2,0;0711626;00001000058;10,0;5299,447151674468;0,0;1,0;0,06;0,0
2,0;0059863;00001000059;0,0;8086,801954721984;0,0;1,0;0,06;0,0
2,0;0845509;00001000060;26,0;8106,013719308847;0,0;1,0;0,06;0,0
2,0;0697562;00001000061;28,0;5435,641990341819;0,0;1,0;0,06;0,0
2,0;0281073;00001000062;25,0;7163,596164677637;0,0;1,0;0,06;0,0
2,0;0086986;00001000063;30,0;8988,926154464501;0,0;1,0;0,06;0,0
2,0;0955305;00001000064;28,0;5141,026695716162;0,0;1,0;0,06;0,0
2,0;0421196;00001000065;4,0;5147,810320129081;0,0;1,0;0,06;0,0
2,0;0119003;00001000066;24,0;5409,876283227557;0,0;1,0;0,06;0,0
2,0;0707601;00001000067;27,0;7441,141466619791;0,0;1,0;0,06;0,0
2,0;0561859;00001000068;23,0;5876,296784345773;0,0;1,0;0,06;0,0
2,0;0019566;00001000069;4,0;5168,045327656787;0,0;1,0;0,06;0,0
2,0;0735529;00001000070;28,0;5714,188049455128;0,0;1,0;0,06;0,0
2,0;0417166;00001000071;31,0;5309,491907259101;0,0;1,0;0,06;0,0
2,0;0174837;00001000072;0,0;5289,635925850649;0,0;1,0;0,06;0,0
2,0;0829784;00001000073;18,0;5416,193474018878;0,0;1,0;0,06;0,0
2,0;0074002;00001000074;21,0;5171,150804408333;0,0;1,0;0,06;0,0
2,0;0043267;00001000075;27,0;5705,64399222549;0,0;1,0;0,06;0,0
2,0;0417445;00001000076;21,0;6521,349627464925;0,0;1,0;0,06;0,0
2,0;0403828;00001000077;6,0;6791,24890287425;0,0;1,0;0,06;0,0
2,0;0978567;00001000078;9,0;5646,646821594233;0,0;1,0;0,06;0,0
2,0;0693404;00001000079;20,0;16923,840899421004;0,0;1,0;0,06;0,0
2,0;0015689;00001000080;17,0;5338,145158572233;0,0;1,0;0,06;0,0
2,0;0538472;00001000081;18,0;5128,622820168074;0,0;1,0;0,06;0,0
2,0;0438030;00001000082;21,0;5360,330456187638;0,0;1,0;0,06;0,0
2,0;0078532;00001000083;17,0;5396,677206950918;0,0;1,0;0,06;0,0
2,0;0123321;00001000084;7,0;8165,214524549646;0,0;1,0;0,06;0,0
2,0;0336900;00001000085;8,0;6916,879196150235;0,0;1,0;0,06;0,0
2,0;0868271;00001000086;-1,0;5219,27685947765;0,0;1,0;0,06;0,0
2,0;0491807;00001000087;23,0;5231,196442955494;0,0;1,0;0,06;0,0
2,0;0839899;00001000088;17,0;4788,943670207467;0,0;1,0;0,29200000000000004;29,0
2,0;0667383;00001000089;14,0;5152,9016800737445;0,0;1,0;0,06;0,0
2,0;0329134;00001000090;7,0;5236,516520673553;0,0;1,0;0,06;0,0
2,0;0039784;00001000091;15,0;5630,949614980402;0,0;1,0;0,06;0,0
2,0;0833433;00001000092;17,0;5693,229458752364;0,0;1,0;0,06;0,0
2,0;0862928;00001000093;2,0;8088,202640275156;0,0;1,0;0,06;0,0
2,0;0891987;00001000094;23,0;11151,244078160862;0,0;1,0;0,06;0,0
2,0;0653298;00001000095;16,0;6450,481568166021;0,0;1,0;0,06;0,0
2,0;0786468;00001000096;33,0;7017,608215596359;0,0;1,0;0,06;0,0
2,0;0345333;00001000097;17,0;5145,415718435346;0,0;1,0;0,06;0,0
2,0;0711335;00001000098;27,0;5577,094468971949;0,0;1,0;0,06;0,0
2,0;0020776;00001000099;25,0;5160,439895757105;0,0;1,0;0,06;0,0
2,0;0774736;00001000100;8,0;5288,630581852374;0,0;1,0;0,06;0,0
2,0;0582438;00001000101;14,0;5231,016789202455;0,0;1,0;0,06;0,0
2,0;0420517;00001000102;19,0;5158,493992936916;0,0;1,0;0,06;0,0
2,0;0084734;00001000103;26,0;5453,603954730833;0,0;1,0;0,29200000000000004;29,0
2,0;0447624;00001000104;5,0;6134,012645595983;0,0;1,0;0,06;0,0
2,0;0218820;00001000105;9,0;19263,134191689118;0,0;1,0;0,06;0,0
2,0;0583799;00001000106;19,0;5391,5327728041775;0,0;1,0;0,06;0,0
2,0;0075031;00001000107;30,0;5229,599172385408;0,0;1,0;0,06;0,0
2,0;0695807;00001000108;-1,0;0,0;0,0;1,0;0,5800000000000001;58,0
2,0;0280392;00001000109;-1,0;8091,079415209335;0,0;1,0;0,06;0,0
2,0;0486435;00001000110;19,0;13110,531300520288;0,0;1,0;0,06;0,0
2,0;0735550;00001000111;23,0;4993,031557676109;0,0;1,0;0,132;29,0
2,0;0222167;00001000112;21,0;5138,396014069392;0,0;1,0;0,06;0,0
2,0;0438550;00001000113;33,0;6912,952977279617;0,0;1,0;0,06;0,0
2,0;0467638;00001000114;33,0;4972,764542785062;0,0;1,0;0,29200000000000004;29,0
2,0;0416359;00001000115;1,0;7990,737760735219;0,0;1,0;0,06;0,0
2,0;0703412;00001000116;3,0;5382,780436768468;0,0;1,0;0,06;0,0
2,0;0032029;00001000117;24,0;13294,443418941271;0,0;1,0;0,06;0,0
2,0;0017367;00001000118;32,0;5215,583921417349;0,0;1,0;0,06;0,0
2,0;0038107;00001000119;12,0;5704,600139819464;0,0;1,0;0,06;0,0
2,0;0589248;00001000120;30,0;6589,440004646687;0,0;1,0;0,06;0,0
2,0;0109174;00001000121;33,0;5132,416778885968;0,0;1,0;0,06;0,0
2,0;0853503;00001000122;16,0;5280,910630035465;0,0;1,0;0,06;0,0
2,0;0002306;00001000123;5,0;5306,557014125628;0,0;1,0;0,06;0,0
2,0;0045433;00001000124;22,0;6117,903930183623;0,0;1,0;0,06;0,0
2,0;0893138;00001000125;5,0;5587,791531696599;0,0;1,0;0,06;0,0
2,0;0648412;00001000126;2,0;12657,117680843274;0,0;1,0;0,06;0,0
2,0;0791351;00001000127;6,0;3676,2254318480454;0,0;1,0;0,5800000000000001;58,0
2,0;0550494;00001000128;17,0;6549,573607926323;0,0;1,0;0,06;0,0
2,0;0177112;00001000129;8,0;5434,466281037197;0,0;1,0;0,06;0,0
2,0;0265292;00001000130;8,0;6489,04171368511;0,0;1,0;0,06;0,0
2,0;0831545;00001000131;24,0;12900,82654319513;0,0;1,0;0,06;0,0
2,0;0719666;00001000132;18,0;5256,311289444749;0,0;1,0;0,06;0,0
2,0;0370202;00001000133;17,0;5063,133981646456;0,0;1,0;0,29200000000000004;29,0
2,0;0773684;00001000134;2,0;17409,996672634396;0,0;1,0;0,06;0,0
2,0;0047841;00001000135;0,0;5162,349912238443;0,0;1,0;0,06;0,0
2,0;0343297;00001000136;21,0;5153,689153156402;0,0;1,0;0,06;0,0
2,0;0747963;00001000137;7,0;7106,0725984797255;0,0;1,0;0,06;0,0
2,0;0093791;00001000138;24,0;5426,298868179729;0,0;1,0;0,06;0,0
2,0;0993826;00001000139;29,0;5121,947322016363;0,0;1,0;0,06;0,0
2,0;0168807;00001000140;28,0;5277,489369774698;0,0;1,0;0,06;0,0
2,0;0740560;00001000141;33,0;9449,27168561613;0,0;1,0;0,06;0,0
2,0;0362660;00001000142;31,0;8028,850135955947;0,0;1,0;0,06;0,0
2,0;0676184;00001000143;15,0;12197,61664729117;0,0;1,0;0,06;0,0
2,0;0125664;00001000144;13,0;5189,536117255985;0,0;1,0;0,06;0,0
2,0;0984542;00001000145;0,0;5128,936735183761;0,0;1,0;0,06;0,0
2,0;0226876;00001000146;9,0;5131,201348209723;0,0;1,0;0,06;0,0
2,0;0332353;00001000147;22,0;5161,450711753716;0,0;1,0;0,06;0,0
2,0;0081561;00001000148;11,0;5215,7881377602;0,0;1,0;0,06;0,0
2,0;0293137;00001000149;3,0;2995,718976248041;0,0;1,0;0,5800000000000001;58,0
2,0;0478375;00001000150;28,0;5790,087679101574;0,0;1,0;0,06;0,0
2,0;0332778;00001000151;2,0;5116,812070279967;0,0;1,0;0,06;0,0
2,0;0449126;00001000152;-1,0;0,0;0,0;1,0;0,06;0,0
2,0;0129537;00001000153;5,0;6290,025371242045;0,0;1,0;0,06;0,0
2,0;0993042;00001000154;3,0;6128,983701312618;0,0;1,0;0,06;0,0
2,0;0548600;00001000155;31,0;5859,635189602185;0,0;1,0;0,06;0,0
2,0;0914556;00001000156;1,0;5957,5146361430525;0,0;1,0;0,06;0,0
2,0;0469082;00001000157;9,0;6351,333545282791;0,0;1,0;0,29200000000000004;29,0
2,0;0455733;00001000158;14,0;5586,7033927484335;0,0;1,0;0,06;0,0
2,0;0883849;00001000159;25,0;8684,467235100285;0,0;1,0;0,06;0,0
2,0;0068600;00001000160;14,0;5617,374100582734;0,0;1,0;0,06;0,0
2,0;0022506;00001000161;10,0;5149,021964577284;0,0;1,0;0,06;0,0
2,0;0390305;00001000162;24,0;5400,028208627003;0,0;1,0;0,06;0,0
2,0;0263197;00001000163;18,0;6094,206705253644;0,0;1,0;0,06;0,0
2,0;0118859;00001000164;24,0;5178,834075278898;0,0;1,0;0,06;0,0
2,0;0060796;00001000165;28,0;5214,988730641706;0,0;1,0;0,06;0,0
2,0;0631866;00001000166;1,0;7595,416124305284;0,0;1,0;0,06;0,0
2,0;0193606;00001000167;12,0;5172,844197248579;0,0;1,0;0,06;0,0
2,0;0829209;00001000168;6,0;19976,37079560459;0,0;1,0;0,06;0,0
2,0;0329280;00001000169;29,0;5176,227986678881;0,0;1,0;0,06;0,0
2,0;0381545;00001000170;0,0;6015,907934100149;0,0;1,0;0,06;0,0
2,0;0284689;00001000171;16,0;5194,144646934744;0,0;1,0;0,06;0,0
2,0;0114524;00001000172;23,0;5151,4086363886845;0,0;1,0;0,06;0,0
2,0;0707665;00001000173;28,0;5305,885339675427;0,0;1,0;0,06;0,0
2,0;0810112;00001000174;21,0;5833,980062788519;0,0;1,0;0,06;0,0
2,0;0078402;00001000175;7,0;8868,365718556339;0,0;1,0;0,06;0,0
2,0;0868601;00001000176;7,0;5757,43914091594;0,0;1,0;0,06;0,0
2,0;0187107;00001000177;6,0;7322,2163086041555;0,0;1,0;0,06;0,0
2,0;0418338;00001000178;15,0;7122,497784825844;0,0;1,0;0,06;0,0
2,0;0865981;00001000179;19,0;4824,435245963506;0,0;1,0;0,29200000000000004;29,0
2,0;0577096;00001000180;23,0;5172,428400424435;0,0;1,0;0,06;0,0
2,0;0482379;00001000181;14,0;5334,3379215866225;0,0;1,0;0,06;0,0
2,0;0679494;00001000182;10,0;8292,356092614862;0,0;1,0;0,06;0,0
2,0;0672484;00001000183;23,0;5228,7070283040575;0,0;1,0;0,06;0,0
2,0;0133874;00001000184;5,0;5613,176712545641;0,0;1,0;0,06;0,0
2,0;0418208;00001000185;0,0;9236,893933951798;0,0;1,0;0,29200000000000004;29,0
2,0;0794465;00001000186;-1,0;5128,4753796252435;0,0;1,0;0,06;0,0
2,0;0508013;00001000187;15,0;5812,50525026831;0,0;1,0;0,06;0,0
2,0;0649139;00001000188;19,0;4841,7584764086505;0,0;1,0;0,29200000000000004;29,0
2,0;0789543;00001000189;14,0;5288,686137792562;0,0;1,0;0,06;0,0
2,0;0804231;00001000190;11,0;5237,089931206921;0,0;1,0;0,06;0,0
2,0;0463683;00001000191;7,0;8440,14866084508;0,0;1,0;0,06;0,0
2,0;0351695;00001000192;16,0;20490,964656444583;0,0;1,0;0,06;0,0
2,0;0226101;00001000193;28,0;6458,207829174143;0,0;1,0;0,06;0,0
2,0;0976655;00001000194;28,0;5140,624734233812;0,0;1,0;0,06;0,0
2,0;0983542;00001000195;11,0;5403,269793207952;0,0;1,0;0,06;0,0
2,0;0694729;00001000196;9,0;5220,06444062989;0,0;1,0;0,06;0,0
2,0;0570596;00001000197;1,0;5166,622869745307;0,0;1,0;0,06;0,0
2,0;0080225;00001000198;5,0;5357,623392093852;0,0;1,0;0,06;0,0
2,0;0292858;00001000199;17,0;5146,2960085626255;0,0;1,0;0,06;0,0
2,0;0396536;00001000200;-1,0;5183,058142738914;0,0;1,0;0,06;0,0
2,0;0859514;00001000201;11,0;5116,059892592569;0,0;1,0;0,06;0,0
2,0;0970730;00001000202;4,0;6796,888527284073;0,0;1,0;0,06;0,0
2,0;0967445;00001000203;30,0;7839,162613283895;0,0;1,0;0,06;0,0
2,0;0661102;00001000204;22,0;6431,350645369132;0,0;1,0;0,06;0,0
2,0;0908597;00001000205;12,0;7865,944347508338;0,0;1,0;0,06;0,0
2,0;0539083;00001000206;13,0;5602,117112231991;0,0;1,0;0,06;0,0
2,0;0156276;00001000207;3,0;5246,693538125248;0,0;1,0;0,06;0,0
2,0;0806971;00001000208;17,0;5247,798188858491;0,0;1,0;0,06;0,0
2,0;0165492;00001000209;6,0;5597,1450616323145;0,0;1,0;0,06;0,0
2,0;0680980;00001000210;24,0;5443,311308211001;0,0;1,0;0,06;0,0
2,0;0529507;00001000211;26,0;5328,443012621179;0,0;1,0;0,06;0,0
2,0;0662146;00001000212;10,0;6717,464712046369;0,0;1,0;0,29200000000000004;29,0
2,0;0731901;00001000213;16,0;6377,499394161881;0,0;1,0;0,06;0,0
2,0;0824452;00001000214;21,0;5394,514978729526;0,0;1,0;0,06;0,0
2,0;0787884;00001000215;12,0;5259,675908086834;0,0;1,0;0,06;0,0
2,0;0618462;00001000216;26,0;5803,293843028638;0,0;1,0;0,06;0,0
2,0;0757171;00001000217;18,0;5147,203846652891;0,0;1,0;0,06;0,0
2,0;0732738;00001000218;8,0;5206,24234847183;0,0;1,0;0,06;0,0
2,0;0094298;00001000219;4,0;5213,311294537649;0,0;1,0;0,06;0,0
2,0;0080416;00001000220;25,0;5201,588256807882;0,0;1,0;0,06;0,0
2,0;0415704;00001000221;1,0;5694,437394843281;0,0;1,0;0,06;0,0
2,0;0213165;00001000222;27,0;5140,393100975863;0,0;1,0;0,06;0,0
2,0;0158168;00001000223;25,0;8040,580781712272;0,0;1,0;0,06;0,0
2,0;0598351;00001000224;26,0;6646,595344946519;0,0;1,0;0,06;0,0
2,0;0830394;00001000225;13,0;6988,065855513833;0,0;1,0;0,06;0,0
2,0;0307188;00001000226;32,0;5648,002487568462;0,0;1,0;0,06;0,0
2,0;0717080;00001000227;32,0;8393,498677404441;0,0;1,0;0,06;0,0
2,0;0930348;00001000228;6,0;7675,8748455856885;0,0;1,0;0,06;0,0
2,0;0862501;00001000229;8,0;11968,778902349264;0,0;1,0;0,06;0,0
2,0;0750717;00001000230;29,0;5819,6271316445955;0,0;1,0;0,06;0,0
2,0;0635848;00001000231;4,0;5384,492789288351;0,0;1,0;0,06;0,0
2,0;0339857;00001000232;21,0;5233,560612566349;0,0;1,0;0,06;0,0
2,0;0975087;00001000233;31,0;5962,601975763367;0,0;1,0;0,06;0,0
2,0;0762254;00001000234;10,0;5280,7080955626725;0,0;1,0;0,06;0,0
2,0;0824389;00001000235;8,0;12724,628508399679;0,0;1,0;0,06;0,0
2,0;0071729;00001000236;9,0;7762,222053676661;0,0;1,0;0,06;0,0
2,0;0616301;00001000237;7,0;19291,515098838292;0,0;1,0;0,06;0,0
2,0;0548901;00001000238;23,0;5157,536140127263;0,0;1,0;0,06;0,0
2,0;0563119;00001000239;20,0;5212,825452996461;0,0;1,0;0,06;0,0
2,0;0768560;00001000240;4,0;5312,446031306902;0,0;1,0;0,06;0,0
2,0;0729175;00001000241;3,0;5147,10096159432;0,0;1,0;0,06;0,0
2,0;0386748;00001000242;14,0;6912,319569012697;0,0;1,0;0,06;0,0
2,0;0943088;00001000243;24,0;5350,688597675402;0,0;1,0;0,06;0,0
2,0;0329103;00001000244;13,0;7000,678714503256;0,0;1,0;0,06;0,0
2,0;0541235;00001000245;10,0;5592,565723981924;0,0;1,0;0,06;0,0
2,0;0010134;00001000246;22,0;7209,055514176867;0,0;1,0;0,06;0,0
2,0;0467664;00001000247;24,0;6891,603825886234;0,0;1,0;0,06;0,0
2,0;0640966;00001000248;2,0;5548,7143105919495;0,0;1,0;0,06;0,0
2,0;0944115;00001000249;28,0;5076,742190017563;0,0;1,0;0,29200000000000004;29,0
2,0;0588045;00001000250;7,0;5830,836370119753;0,0;1,0;0,06;0,0
2,0;0232898;00001000251;11,0;5130,18929070147;0,0;1,0;0,06;0,0
2,0;0565140;00001000252;4,0;6296,011713390898;0,0;1,0;0,06;0,0
2,0;0347174;00001000253;25,0;5188,473977774823;0,0;1,0;0,06;0,0
2,0;0939623;00001000254;5,0;5187,244837742965;0,0;1,0;0,06;0,0
2,0;0377705;00001000255;32,0;20892,626341899108;0,0;1,0;0,06;0,0
2,0;0705905;00001000256;7,0;6016,670017479988;0,0;1,0;0,06;0,0
2,0;0228710;00001000257;32,0;6428,357776413774;0,0;1,0;0,06;0,0
2,0;0893610;00001000258;19,0;5186,651014627084;0,0;1,0;0,06;0,0
2,0;0368362;00001000259;13,0;5479,60160774655;0,0;1,0;0,06;0,0
2,0;0077723;00001000260;31,0;7087,114806581325;0,0;1,0;0,06;0,0
2,0;0714771;00001000261;7,0;5120,673028684869;0,0;1,0;0,06;0,0
2,0;0587279;00001000262;-1,0;6140,0102558668505;0,0;1,0;0,06;0,0
2,0;0571219;00001000263;25,0;5248,419505695585;0,0;1,0;0,06;0,0
2,0;0005725;00001000264;25,0;5139,172948258822;0,0;1,0;0,06;0,0
2,0;0806726;00001000265;18,0;5280,475599448441;0,0;1,0;0,06;0,0
2,0;0965244;00001000266;20,0;5223,818550426058;0,0;1,0;0,06;0,0
2,0;0212032;00001000267;32,0;5144,040970800604;0,0;1,0;0,06;0,0
2,0;0102326;00001000268;13,0;5246,449782746154;0,0;1,0;0,06;0,0
2,0;0226199;00001000269;0,0;3024,102495474959;0,0;1,0;0,29200000000000004;29,0
2,0;0756749;00001000270;0,0;5168,8652536669015;0,0;1,0;0,06;0,0
2,0;0804866;00001000271;26,0;6618,933143456334;0,0;1,0;0,06;0,0
2,0;0843072;00001000272;22,0;5260,752691781478;0,0;1,0;0,06;0,0
2,0;0569247;00001000273;-1,0;0,0;0,0;1,0;0,06;0,0
2,0;0242923;00001000274;23,0;5154,599935627455;0,0;1,0;0,29200000000000004;29,0
2,0;0775742;00001000275;32,0;4826,333896523355;0,0;1,0;0,5800000000000001;58,0
2,0;0532147;00001000276;8,0;4627,835661391864;0,0;1,0;0,29200000000000004;29,0
2,0;0031014;00001000277;13,0;5707,20173125588;0,0;1,0;0,06;0,0
2,0;0709720;00001000278;13,0;5195,438881043392;0,0;1,0;0,06;0,0
2,0;0483201;00001000279;8,0;5439,087108939268;0,0;1,0;0,06;0,0
2,0;0121644;00001000280;27,0;5184,688976873061;0,0;1,0;0,06;0,0
2,0;0767504;00001000281;26,0;5427,934915406941;0,0;1,0;0,06;0,0
2,0;0266228;00001000282;12,0;18243,456927514813;0,0;1,0;0,06;0,0
2,0;0458737;00001000283;11,0;12225,682719166452;0,0;1,0;0,06;0,0
2,0;0029228;00001000284;13,0;5438,583935652135;0,0;1,0;0,06;0,0
2,0;0666123;00001000285;15,0;5251,743086202963;0,0;1,0;0,06;0,0
2,0;0459160;00001000286;20,0;6408,960987445335;0,0;1,0;0,06;0,0
2,0;0405335;00001000287;26,0;5103,442028747304;0,0;1,0;0,06;0,0
2,0;0904780;00001000288;31,0;5138,758394643155;0,0;1,0;0,06;0,0
2,0;0173351;00001000289;5,0;5796,424255445759;0,0;1,0;0,06;0,0
2,0;0648752;00001000290;21,0;6828,34537840006;0,0;1,0;0,06;0,0
2,0;0749081;00001000291;21,0;24438,447249399254;0,0;1,0;0,06;0,0
2,0;0621700;00001000292;27,0;5604,493935841928;0,0;1,0;0,06;0,0
2,0;0928575;00001000293;25,0;4919,924218433298;0,0;1,0;0,29200000000000004;29,0
2,0;0277600;00001000294;24,0;5196,417772758152;0,0;1,0;0,06;0,0
2,0;0331200;00001000295;3,0;5110,552319676264;0,0;1,0;0,06;0,0
2,0;0416917;00001000296;0,0;5641,800992556374;0,0;1,0;0,06;0,0
2,0;0299864;00001000297;19,0;5277,497063813714;0,0;1,0;0,06;0,0
2,0;0857359;00001000298;1,0;5282,083163082277;0,0;1,0;0,06;0,0
2,0;0373193;00001000299;18,0;34063,86415445487;0,0;1,0;0,06;0,0
2,0;0764215;00001000300;10,0;4629,792575061015;0,0;1,0;0,29200000000000004;29,0
2,0;0818513;00001000301;33,0;17699,531974898808;0,0;1,0;0,06;0,0
2,0;0728172;00001000302;17,0;5426,416191977859;0,0;1,0;0,06;0,0
2,0;0104873;00001000303;33,0;5120,511081399631;0,0;1,0;0,06;0,0
2,0;0560742;00001000304;14,0;5981,330675345484;0,0;1,0;0,06;0,0
2,0;0607046;00001000305;18,0;5234,608578754705;0,0;1,0;0,06;0,0
2,0;0845106;00001000306;21,0;5131,8032472758505;0,0;1,0;0,06;0,0
2,0;0142414;00001000307;33,0;5685,4187985089375;0,0;1,0;0,06;0,0
2,0;0652412;00001000308;17,0;5388,8916832603545;0,0;1,0;0,06;0,0
2,0;0886721;00001000309;21,0;4794,410425070368;0,0;1,0;0,06;0,0
2,0;0717898;00001000310;33,0;16041,914960130278;0,0;1,0;0,29200000000000004;29,0
2,0;0157756;00001000311;24,0;7609,441504036671;0,0;1,0;0,06;0,0
2,0;0351853;00001000312;0,0;5132,224213289859;0,0;1,0;0,06;0,0
2,0;0686952;00001000313;2,0;5378,546069205244;0,0;1,0;0,06;0,0
2,0;0976043;00001000314;5,0;6230,486803740336;0,0;1,0;0,06;0,0
2,0;0391319;00001000315;24,0;5201,82496904589;0,0;1,0;0,06;0,0
2,0;0475807;00001000316;6,0;5134,46905127692;0,0;1,0;0,06;0,0
2,0;0364328;00001000317;15,0;5325,328409190637;0,0;1,0;0,06;0,0
2,0;0259045;00001000318;11,0;15449,591041732281;0,0;1,0;0,06;0,0
2,0;0870963;00001000319;17,0;5162,988519303903;0,0;1,0;0,06;0,0
2,0;0133695;00001000320;11,0;9748,459492752296;0,0;1,0;0,06;0,0
2,0;0236146;00001000321;13,0;6081,006727130354;0,0;1,0;0,06;0,0
2,0;0874770;00001000322;3,0;5362,953224008889;0,0;1,0;0,06;0,0
2,0;0038567;00001000323;8,0;5299,990065458036;0,0;1,0;0,06;0,0
2,0;0446721;00001000324;4,0;4121,520432487073;0,0;1,0;0,5800000000000001;58,0
2,0;0597708;00001000325;5,0;5604,201948562822;0,0;1,0;0,06;0,0
2,0;0226938;00001000326;10,0;5359,583845642385;0,0;1,0;0,06;0,0
2,0;0452157;00001000327;12,0;6973,615439891675;0,0;1,0;0,06;0,0
2,0;0719840;00001000328;5,0;5371,270574823523;0,0;1,0;0,06;0,0
2,0;0594444;00001000329;16,0;5159,962674293882;0,0;1,0;0,06;0,0
2,0;0039674;00001000330;22,0;5553,345299014968;0,0;1,0;0,06;0,0
2,0;0915991;00001000331;9,0;8269,406080906465;0,0;1,0;0,06;0,0
2,0;0224088;00001000332;30,0;5334,081152661779;0,0;1,0;0,06;0,0
2,0;0821500;00001000333;31,0;27889,077319092357;0,0;1,0;0,06;0,0
2,0;0202750;00001000334;33,0;5380,045889360865;0,0;1,0;0,06;0,0
2,0;0032499;00001000335;21,0;7004,596801769175;0,0;1,0;0,06;0,0
